"date","close","volume","open","high","low"
"2018/02/28","129.8800","7983393.0000","131.9500","132.3300","129.8700"
"2018/02/27","131.6700","7101343.0000","132.2100","133.0900","131.6000"
"2018/02/26","132.0700","6683112.0000","131.7100","133.4055","131.0000"
"2018/02/23","132.0200","5120872.0000","130.0900","132.0800","130.0200"
"2018/02/22","129.9100","5731881.0000","130.1000","131.0200","129.4800"
"2018/02/21","129.9100","6568365.0000","130.8000","132.4348","129.8600"
"2018/02/20","130.8700","6562691.0000","132.8700","133.4500","130.6600"
"2018/02/16","133.1500","7965393.0000","130.9600","134.4500","130.8400"
"2018/02/15","131.2300","5594496.0000","130.1000","131.2800","129.4000"
"2018/02/14","129.6700","6259257.0000","129.4400","130.0150","128.3900"
"2018/02/13","129.9600","6335714.0000","129.2100","130.6000","128.7000"
"2018/02/12","130.2700","9963731.0000","130.0000","131.3200","127.6755"
"2018/02/09","129.5300","14962250.0000","127.5200","130.9200","125.4400"
"2018/02/08","126.3600","11673810.0000","130.9100","131.2500","126.1100"
"2018/02/07","131.4200","10517770.0000","131.8900","133.4300","131.3500"
"2018/02/06","131.8300","19168620.0000","130.0100","132.9900","128.0000"
"2018/02/05","130.3900","19559500.0000","136.5800","137.0000","122.1500"
"2018/02/02","137.6800","9257577.0000","139.0200","140.3600","137.3800"
"2018/02/01","140.0200","9380896.0000","137.5300","140.6700","137.0000"
"2018/01/31","138.1900","13125620.0000","142.5700","142.5700","138.1000"
"2018/01/30","142.4300","8288638.0000","143.4000","143.8200","142.4300"
"2018/01/29","143.6800","8007882.0000","144.8500","144.9400","143.5300"
"2018/01/26","145.3300","7590128.0000","144.5000","145.6000","144.1300"
"2018/01/25","144.4000","7926925.0000","142.3100","144.6600","142.2105"
"2018/01/24","142.0700","12456280.0000","143.5000","143.5600","141.8000"
"2018/01/23","141.8300","17387940.0000","146.9600","147.4400","141.6200"
"2018/01/22","148.1400","6936948.0000","147.0100","148.1400","146.7200"
"2018/01/19","147.3600","8705833.0000","147.4600","147.6500","146.4200"
"2018/01/18","146.9200","5553288.0000","146.9300","147.4400","145.9700"
"2018/01/17","146.9800","10619510.0000","147.8400","148.3200","145.4800"
"2018/01/16","146.8600","7865458.0000","146.4200","148.0600","146.0300"
"2018/01/12","145.7600","5450265.0000","144.9900","146.4200","144.9000"
"2018/01/11","144.7900","4962043.0000","144.1300","144.9000","143.6900"
"2018/01/10","143.9700","6558622.0000","143.5500","144.1550","143.3200"
"2018/01/09","144.1400","8893371.0000","142.3700","145.6800","142.2600"
"2018/01/08","141.8900","5129754.0000","141.7000","142.0000","140.9200"
"2018/01/05","141.7100","6157144.0000","140.6900","141.8200","140.2810"
"2018/01/04","140.5500","4837047.0000","140.4500","141.1400","140.2200"
"2018/01/03","140.5600","5243114.0000","139.3600","140.6800","138.9000"
"2018/01/02","139.2300","6841910.0000","139.6600","139.9500","138.7200"
"2017/12/29","139.7200","4452674.0000","140.9800","141.2074","139.5800"
"2017/12/28","140.5600","2484927.0000","140.7000","141.0000","140.3300"
"2017/12/27","140.5700","3753579.0000","140.4200","141.1500","140.2000"
"2017/12/26","140.0900","3271050.0000","140.4600","140.5400","139.6800"
"2017/12/22","140.1200","4665582.0000","141.0000","141.3500","140.0400"
"2017/12/21","141.0600","5863130.0000","141.5900","142.1700","141.0200"
"2017/12/20","141.1600","5955152.0000","142.2600","142.5800","141.0800"
"2017/12/19","141.7800","6573080.0000","141.8900","142.3800","141.3600"
"2017/12/18","141.8000","5833146.0000","142.5600","143.8000","141.4010"
"2017/12/15","142.4600","12516470.0000","142.4800","143.1400","141.7800"
"2017/12/14","141.6500","5334000.0000","143.5200","143.6200","141.6100"
"2017/12/13","142.8900","6118375.0000","142.5000","143.4300","142.2100"
"2017/12/12","142.6000","8016720.0000","142.0600","143.5700","142.0400"
"2017/12/11","141.1400","4358269.0000","140.1000","141.1700","139.8300"
"2017/12/08","140.5900","4400597.0000","140.0000","140.7600","139.8000"
"2017/12/07","140.0100","4713146.0000","141.0000","141.4990","139.2600"
"2017/12/06","141.0600","5309744.0000","140.2500","141.9600","140.1900"
"2017/12/05","139.6700","6745123.0000","139.8800","140.8100","139.2000"
"2017/12/04","139.0100","5916532.0000","140.6200","141.5000","138.9300"
"2017/12/01","139.9800","5986547.0000","139.5700","140.5300","138.6000"
"2017/11/30","139.3300","8941891.0000","140.0600","140.2800","138.4800"
"2017/11/29","139.8100","5849832.0000","140.2200","140.6300","138.9500"
"2017/11/28","140.0200","5052471.0000","138.3000","140.5300","138.2517"
"2017/11/27","138.1000","3933046.0000","137.5100","138.3100","137.4800"
"2017/11/24","138.0100","2606832.0000","137.5000","138.3800","137.3100"
"2017/11/22","137.2900","3917359.0000","138.3000","138.3800","136.6000"
"2017/11/21","138.3400","5656820.0000","138.4500","139.2600","138.1900"
"2017/11/20","137.9300","4265654.0000","138.1500","138.5600","137.7400"
"2017/11/17","138.0000","4126085.0000","138.3000","138.8600","137.8900"
"2017/11/16","138.8700","4174302.0000","139.4200","139.6800","138.6400"
"2017/11/15","139.1000","3743866.0000","139.2300","139.8300","138.7500"
"2017/11/14","139.4900","4078193.0000","139.5700","140.2843","138.9200"
"2017/11/13","139.7600","4322275.0000","139.0100","140.0200","138.4200"
"2017/11/10","139.5600","4240286.0000","140.1300","140.1300","138.6100"
"2017/11/09","140.3500","3516662.0000","140.8600","141.4100","139.8000"
"2017/11/08","141.3200","4440694.0000","139.7000","141.8700","139.4601"
"2017/11/07","139.7700","4194070.0000","140.0800","140.1500","138.9100"
"2017/11/06","139.7600","4220629.0000","140.0100","140.4900","139.7200"
"2017/11/03","140.0800","2736651.0000","139.7300","140.4000","139.3000"
"2017/11/02","139.9300","3493520.0000","140.1100","140.2900","139.1100"
"2017/11/01","139.9800","5006301.0000","139.8300","140.5900","139.3400"
"2017/10/31","139.4100","4825995.0000","140.0200","140.2600","138.9800"
"2017/10/30","140.0000","6034336.0000","141.0800","141.2100","139.3200"
"2017/10/27","141.7800","5140589.0000","141.0000","142.7000","140.2000"
"2017/10/26","141.8100","5839327.0000","142.5100","143.7500","141.3800"
"2017/10/25","142.3600","6563480.0000","141.1600","143.2300","140.9594"
"2017/10/24","141.6400","6533349.0000","143.3800","143.3800","140.9300"
"2017/10/23","143.6200","6685083.0000","142.1300","144.3523","142.0810"
"2017/10/20","142.4000","5634523.0000","142.3800","143.6200","141.8300"
"2017/10/19","142.0400","9180957.0000","140.7100","142.9800","140.5350"
"2017/10/18","140.6800","6823119.0000","140.7900","141.5800","140.0700"
"2017/10/17","140.7900","11597750.0000","137.6700","141.1200","137.0600"
"2017/10/16","136.1200","5119364.0000","136.4500","137.2600","135.5400"
"2017/10/13","136.4300","4106431.0000","136.6000","137.4200","136.3400"
"2017/10/12","136.8300","5311047.0000","136.3400","137.5200","136.0200"
"2017/10/11","136.6500","8268128.0000","134.8800","137.0800","134.3700"
"2017/10/10","133.9000","4184558.0000","133.5600","134.1300","132.9200"
"2017/10/09","133.4500","3750978.0000","133.6600","133.8150","133.1700"
"2017/10/06","133.2200","2469471.0000","133.0000","133.2500","132.4800"
"2017/10/05","133.1900","3740875.0000","132.8900","133.3100","132.3600"
"2017/10/04","132.8900","3586327.0000","132.4000","133.1800","132.1000"
"2017/10/03","132.1000","3900754.0000","131.6500","132.4000","131.3600"
"2017/10/02","131.2200","4483751.0000","130.1600","131.3300","130.0200"
"2017/09/29","130.0100","5700701.0000","129.5800","130.4700","129.0500"
"2017/09/28","129.4700","3992032.0000","129.9100","130.2700","129.2900"
"2017/09/27","129.7500","5781672.0000","131.0000","131.0900","129.4300"
"2017/09/26","130.9400","3692728.0000","131.5000","131.9400","130.8200"
"2017/09/25","131.1700","6017418.0000","131.4700","131.7600","130.8300"
"2017/09/22","131.3900","4332430.0000","131.9900","132.3900","131.2701"
"2017/09/21","131.7500","6026614.0000","133.3100","133.8200","131.3775"
"2017/09/20","133.2200","7542845.0000","133.2500","134.2900","132.3400"
"2017/09/19","135.2200","4900976.0000","135.0200","135.7900","134.3500"
"2017/09/18","135.3800","5261393.0000","134.4400","135.7700","134.1100"
"2017/09/15","134.4500","15508590.0000","134.7900","135.4500","134.1800"
"2017/09/14","134.1800","6273788.0000","132.1400","134.4700","131.9900"
"2017/09/13","132.4500","4677048.0000","132.6700","133.7467","131.8500"
"2017/09/12","132.6300","5468924.0000","133.8300","133.8800","131.9300"
"2017/09/11","133.2100","5715415.0000","131.3700","133.3400","131.0200"
"2017/09/08","130.9800","4854414.0000","132.0000","132.3400","130.8700"
"2017/09/07","132.1900","3800199.0000","130.8600","132.5200","130.2500"
"2017/09/06","130.6700","5599937.0000","130.5400","131.0000","130.2100"
"2017/09/05","129.9000","5148145.0000","130.7200","131.1800","129.7200"
"2017/09/01","131.0300","3820314.0000","132.6000","132.6500","130.9350"
"2017/08/31","132.3700","7407073.0000","131.3900","132.5000","131.2500"
"2017/08/30","131.0700","5426760.0000","132.0000","132.0000","130.9000"
"2017/08/29","132.2100","3277861.0000","131.5700","132.4500","131.3000"
"2017/08/28","131.7400","5348181.0000","131.6800","132.1200","131.4900"
"2017/08/25","131.6800","4131779.0000","131.9100","132.5600","131.6200"
"2017/08/24","132.8900","5398132.0000","132.8200","133.0800","132.2700"
"2017/08/23","132.8000","5126588.0000","134.4300","134.4900","132.6500"
"2017/08/22","134.7000","4147259.0000","133.2700","134.7900","132.9000"
"2017/08/21","133.4500","4534446.0000","132.2800","133.6500","132.1875"
"2017/08/18","132.6300","4661580.0000","132.6700","133.7800","132.3810"
"2017/08/17","133.0400","5547902.0000","134.1800","134.7400","133.0314"
"2017/08/16","134.1700","4469862.0000","134.0800","134.9700","133.8600"
"2017/08/15","133.3800","3931758.0000","133.8500","133.9400","133.1950"
"2017/08/14","133.4800","3040989.0000","134.2000","134.3700","132.8700"
"2017/08/11","133.1000","4270571.0000","133.6400","134.4900","132.7500"
"2017/08/10","133.0900","5607311.0000","133.0400","133.8501","132.3700"
"2017/08/09","133.2300","6332347.0000","132.8100","133.4100","132.3650"
"2017/08/08","132.2700","5514561.0000","132.5000","132.8000","131.4000"
"2017/08/07","132.8600","3010654.0000","133.0900","133.4800","132.5100"
"2017/08/04","133.1800","3190320.0000","133.7400","134.0100","132.8000"
"2017/08/03","133.3500","4327164.0000","131.9100","133.4000","131.5100"
"2017/08/02","132.1600","4029293.0000","132.0800","132.5000","131.5000"
"2017/08/01","132.5100","3823335.0000","133.1700","133.3500","132.2800"
"2017/07/31","132.7200","5440751.0000","132.1400","133.5800","132.1000"
"2017/07/28","131.8500","4689777.0000","131.1400","131.9900","130.5200"
"2017/07/27","130.8300","5838020.0000","130.8500","131.1500","129.5711"
"2017/07/26","130.9500","5381100.0000","131.6600","132.2400","130.7500"
"2017/07/25","131.8800","6256493.0000","133.7400","133.8499","131.4500"
"2017/07/24","133.0100","8244387.0000","134.9900","135.1600","132.8500"
"2017/07/21","135.3100","6773409.0000","135.3300","136.2700","135.1000"
"2017/07/20","136.5700","6082586.0000","135.7300","137.0800","135.6200"
"2017/07/19","135.2100","5343284.0000","134.8400","135.4100","134.5200"
"2017/07/18","134.4600","10184290.0000","131.6200","134.9500","131.0801"
"2017/07/17","132.1500","4923634.0000","132.7100","132.9300","131.7500"
"2017/07/14","132.6000","4358202.0000","132.0000","133.0000","131.7400"
"2017/07/13","131.8600","4424392.0000","132.1000","132.2200","130.9900"
"2017/07/12","132.2300","5053093.0000","132.0400","132.8900","131.7700"
"2017/07/11","131.2300","3731521.0000","131.4300","131.7900","130.4800"
"2017/07/10","131.5500","4019415.0000","132.7400","132.8700","131.2300"
"2017/07/07","132.5400","4754373.0000","132.9100","133.0000","131.6900"
"2017/07/06","132.5200","4282214.0000","133.6100","133.9700","132.4050"
"2017/07/05","133.6400","4302661.0000","132.9800","134.0600","132.4200"
"2017/07/03","132.9000","2930998.0000","132.7900","133.3200","132.6500"
"2017/06/30","132.2900","5264066.0000","132.7000","133.2000","132.2800"
"2017/06/29","132.6400","5748322.0000","133.4000","133.7276","132.3100"
"2017/06/28","133.8200","6557758.0000","135.9500","136.2000","133.5700"
"2017/06/27","135.0100","6120001.0000","136.5000","136.7300","134.9900"
"2017/06/26","136.3400","5506369.0000","136.4800","136.8990","136.2000"
"2017/06/23","136.4300","8725772.0000","135.4500","136.5100","135.3200"
"2017/06/22","136.0500","7121981.0000","135.4500","137.0000","135.2700"
"2017/06/21","134.9100","5742634.0000","134.2900","135.1100","134.0200"
"2017/06/20","134.2200","5201124.0000","133.9000","134.7550","133.9000"
"2017/06/19","134.0700","7395744.0000","134.1500","134.6800","133.4900"
"2017/06/16","134.3500","12348830.0000","133.7200","134.6050","133.0400"
"2017/06/15","133.0400","5264953.0000","132.0000","133.3500","131.8050"
"2017/06/14","132.7700","7325276.0000","132.5100","133.5600","132.5100"
"2017/06/13","132.0200","5733699.0000","131.7500","132.7300","131.4000"
"2017/06/12","131.8200","8020733.0000","131.6400","132.0400","131.0900"
"2017/06/09","131.5300","5992981.0000","130.3700","131.7000","130.3100"
"2017/06/08","130.5500","8059640.0000","131.0000","131.4000","129.9600"
"2017/06/07","130.7500","5765471.0000","131.0000","131.4800","130.5800"
"2017/06/06","130.8300","5618977.0000","130.1800","131.3300","130.0300"
"2017/06/05","130.3600","4630663.0000","129.9700","130.7000","129.8000"
"2017/06/02","130.0800","6562127.0000","129.0500","130.1400","128.8300"
"2017/06/01","128.7800","5790898.0000","128.3200","128.7800","128.1200"
"2017/05/31","128.2500","8820874.0000","127.3500","128.8000","127.3500"
"2017/05/30","127.1100","3665304.0000","126.7000","127.3901","126.1900"
"2017/05/26","126.9200","4005009.0000","127.2300","127.6700","126.8300"
"2017/05/25","127.5300","5291963.0000","126.7400","127.6200","126.3300"
"2017/05/24","127.5100","3967529.0000","127.7900","128.0000","127.2900"
"2017/05/23","127.5200","3972921.0000","127.3100","128.1500","127.3100"
"2017/05/22","127.2600","4858159.0000","126.6300","127.6500","126.6300"
"2017/05/19","127.0000","6957165.0000","127.0300","127.3900","126.4400"
"2017/05/18","126.9700","6571153.0000","126.4600","127.8700","125.9600"
"2017/05/17","126.6700","6480085.0000","126.6000","127.8900","126.4500"
"2017/05/16","127.7700","7232051.0000","127.3400","128.3700","127.0600"
"2017/05/15","126.9900","9794254.0000","124.4100","127.3600","124.3300"
"2017/05/12","123.6400","4097060.0000","123.1100","124.1000","123.0100"
"2017/05/11","123.2000","4095572.0000","122.5000","123.2100","122.3400"
"2017/05/10","122.8100","4237412.0000","122.9100","123.0550","122.3800"
"2017/05/09","123.2100","3762470.0000","123.2300","123.4700","122.8800"
"2017/05/08","123.2500","3608928.0000","123.5300","123.8000","123.0200"
"2017/05/05","123.5100","4139294.0000","123.8000","123.8000","122.8600"
"2017/05/04","123.9500","3753198.0000","123.6900","123.9500","123.2300"
"2017/05/03","123.3300","3736277.0000","123.5900","123.7000","123.0400"
"2017/05/02","123.7000","4817604.0000","123.5200","123.7400","122.8900"
"2017/05/01","123.3400","4556359.0000","123.4000","123.7750","123.0000"
"2017/04/28","123.4700","4381739.0000","123.8500","123.9000","123.1300"
"2017/04/27","123.7400","4225165.0000","123.5800","124.3057","123.4000"
"2017/04/26","123.5100","5021739.0000","123.7900","124.2600","123.4800"
"2017/04/25","123.4300","5087104.0000","123.3400","123.7450","123.0100"
"2017/04/24","122.8900","5451446.0000","122.5200","123.2100","122.1500"
"2017/04/21","121.7600","6021266.0000","121.7800","122.0400","121.5400"
"2017/04/20","121.8700","6329935.0000","121.8600","122.1500","121.3500"
"2017/04/19","121.3700","6992934.0000","122.1000","122.2800","121.1100"
"2017/04/18","121.8200","13485220.0000","123.1800","123.3700","120.9500"
"2017/04/17","125.7200","5364067.0000","125.0200","125.8100","124.9300"
"2017/04/13","124.9900","5396329.0000","125.1300","125.6500","124.9600"
"2017/04/12","125.4000","5556451.0000","124.5400","125.4600","124.3600"
"2017/04/11","124.2200","4161382.0000","124.2600","124.7900","123.9500"
"2017/04/10","124.3400","4594187.0000","124.8700","124.9500","124.2300"
"2017/04/07","124.9200","3614838.0000","125.1200","125.4700","124.8300"
"2017/04/06","125.0500","4324381.0000","124.8500","125.4600","124.5000"
"2017/04/05","124.8000","5644609.0000","124.7200","125.6016","124.4100"
"2017/04/04","124.6800","5358383.0000","124.5100","124.7650","124.2200"
"2017/04/03","124.6900","4956497.0000","124.7300","125.3100","124.2829"
"2017/03/31","124.5500","5657510.0000","124.1100","124.8250","124.0300"
"2017/03/30","124.6600","4711589.0000","124.7400","125.4300","124.2800"
"2017/03/29","124.9200","3970484.0000","125.0500","125.3300","124.3600"
"2017/03/28","125.6600","5287426.0000","125.6200","125.7800","124.7800"
"2017/03/27","125.8000","5004273.0000","125.1600","126.1400","125.1500"
"2017/03/24","125.4800","6489792.0000","125.8600","126.3600","125.1300"
"2017/03/23","125.9000","8504865.0000","126.1000","127.0020","125.6600"
"2017/03/22","126.2600","10264430.0000","127.0500","127.6500","126.2100"
"2017/03/21","127.2500","7580185.0000","128.3800","128.4500","127.1400"
"2017/03/20","128.0700","5827478.0000","128.0400","128.4200","127.9700"
"2017/03/17","128.0600","13300760.0000","128.4500","128.9400","127.9500"
"2017/03/16","128.4600","7605720.0000","128.4400","128.7000","127.7700"
"2017/03/15","128.9600","8358693.0000","127.0500","129.0000","126.6000"
"2017/03/14","127.0500","7679697.0000","126.8600","127.7500","126.7700"
"2017/03/13","126.6800","7011289.0000","125.8300","126.9500","125.7900"
"2017/03/10","126.2100","7394931.0000","126.0400","126.4900","125.5400"
"2017/03/09","125.9500","8570092.0000","124.5800","126.2100","124.1700"
"2017/03/08","124.1000","7909551.0000","123.7500","124.6800","123.5000"
"2017/03/07","123.8300","6643988.0000","122.5800","124.4600","122.3900"
"2017/03/06","123.7100","6670613.0000","123.0100","124.4268","122.6000"
"2017/03/03","123.7900","5585401.0000","123.4100","123.9300","123.2300"
"2017/03/02","123.6300","6947181.0000","123.7500","124.3600","123.0200"
"2017/03/01","123.8600","9393865.0000","122.4900","124.4500","122.4200"
"2017/02/28","122.2100","8885422.0000","122.0100","122.6500","121.9400"
"2017/02/27","122.4000","5945993.0000","122.1300","122.8800","122.1033"
"2017/02/24","122.7300","10827470.0000","121.5000","122.7400","120.9000"
"2017/02/23","121.7000","9977400.0000","119.5200","121.9000","119.4800"
"2017/02/22","119.5200","5100873.0000","119.2800","119.7700","119.2500"
"2017/02/21","119.6600","8594948.0000","118.4000","119.8900","118.3200"
"2017/02/17","118.8600","8689766.0000","118.1900","118.9000","118.0500"
"2017/02/16","118.0800","7116860.0000","117.0000","118.2800","116.9950"
"2017/02/15","117.2000","5978352.0000","115.9000","117.4600","115.5900"
"2017/02/14","116.3600","5538935.0000","115.4400","116.4000","115.3200"
"2017/02/13","115.8800","5708370.0000","115.2800","116.1200","115.2200"
"2017/02/10","115.2400","6438530.0000","114.3200","115.9900","114.2300"
"2017/02/09","114.0800","5854484.0000","113.4700","114.6500","113.4000"
"2017/02/08","113.4000","5271595.0000","113.3000","113.6900","113.1500"
"2017/02/07","113.4800","5507884.0000","113.6000","113.6200","113.0500"
"2017/02/06","113.4000","6178403.0000","113.4600","113.5900","112.6200"
"2017/02/03","113.6400","7267561.0000","113.5000","113.6600","112.6600"
"2017/02/02","113.5700","7825354.0000","112.8200","113.6200","112.7700"
"2017/02/01","113.2300","7081008.0000","112.4800","113.3200","112.4700"
"2017/01/31","113.2500","8713170.0000","112.7900","113.4000","112.4300"
"2017/01/30","113.1300","6964226.0000","113.4000","113.6000","112.8500"
"2017/01/27","113.3800","8885852.0000","112.0000","113.5398","111.9000"
"2017/01/26","111.8400","10163060.0000","112.0000","112.8400","111.6000"
"2017/01/25","112.8000","9373419.0000","111.9300","112.8000","110.7600"
"2017/01/24","111.7600","12432170.0000","112.9100","113.3000","111.1500"
"2017/01/23","113.9100","7983810.0000","114.5100","114.7700","113.8000"
"2017/01/20","114.1500","7499223.0000","114.4900","115.0300","114.0800"
"2017/01/19","114.2000","5539459.0000","114.6800","114.9000","113.9200"
"2017/01/18","114.7000","5014568.0000","114.9400","115.1000","114.4100"
"2017/01/17","114.8700","6255415.0000","113.9400","115.0500","113.6700"
"2017/01/13","114.6000","4735022.0000","114.9400","115.0200","114.4400"
"2017/01/12","114.6200","6622687.0000","114.2700","114.7300","113.3700"
"2017/01/11","114.7300","8880478.0000","116.0800","116.2500","114.0200"
"2017/01/10","116.1600","5312768.0000","116.0300","117.0000","115.8700"
"2017/01/09","116.2800","5454115.0000","116.3500","116.6100","115.8900"
"2017/01/06","116.3000","5218381.0000","116.6700","117.0000","115.7600"
"2017/01/05","116.8600","5739435.0000","116.0000","116.9700","115.4401"
"2017/01/04","115.6500","5828492.0000","115.5000","116.2300","115.3100"
"2017/01/03","115.8400","5952734.0000","115.7800","116.0000","115.2300"
"2016/12/30","115.2100","5506726.0000","115.8000","115.9900","114.9750"
"2016/12/29","115.4900","2993588.0000","115.2300","115.8700","115.0100"
"2016/12/28","115.1000","3171943.0000","115.8800","116.1600","115.0500"
"2016/12/27","115.9100","3232914.0000","115.8900","116.0000","115.3800"
"2016/12/23","115.9600","2993283.0000","115.4000","116.3200","115.3000"
"2016/12/22","115.4400","4602124.0000","115.0000","115.5260","113.8800"
"2016/12/21","115.3100","5907736.0000","116.2000","116.2000","114.7400"
"2016/12/20","115.6600","5714945.0000","115.9800","116.2500","114.9100"
"2016/12/19","116.0200","6307348.0000","116.0700","116.6600","115.9400"
"2016/12/16","115.8800","11291110.0000","116.4100","116.4600","115.4600"
"2016/12/15","115.8900","6737431.0000","115.3300","115.9200","114.8900"
"2016/12/14","114.9900","9378073.0000","116.1200","117.3000","114.5800"
"2016/12/13","115.8900","6849757.0000","115.5300","115.9700","115.0100"
"2016/12/12","115.3600","9522630.0000","112.6900","115.4000","112.5800"
"2016/12/09","112.2600","7667549.0000","111.4100","112.4300","111.2000"
"2016/12/08","110.9900","7774760.0000","110.5400","111.1950","109.9300"
"2016/12/07","111.1000","11758630.0000","111.8900","111.8900","109.3200"
"2016/12/06","112.0600","6530150.0000","112.2400","113.2000","111.8500"
"2016/12/05","111.9400","5451514.0000","112.4000","112.4200","111.7300"
"2016/12/02","111.9600","6163516.0000","111.7200","112.5300","111.4400"
"2016/12/01","111.3800","8138568.0000","111.3600","111.5399","111.0000"
"2016/11/30","111.3000","11172470.0000","112.1900","112.5200","111.3000"
"2016/11/29","112.4800","7791426.0000","112.9500","113.4100","112.1650"
"2016/11/28","113.1300","9025809.0000","113.7900","114.1200","113.0500"
"2016/11/25","114.1300","3433340.0000","113.6000","114.2300","113.3800"
"2016/11/23","113.0700","8462726.0000","112.2500","113.4300","111.5600"
"2016/11/22","112.7400","11649450.0000","114.5900","115.0000","112.2700"
"2016/11/21","115.0000","5843009.0000","115.4400","115.6799","114.8000"
"2016/11/18","115.3600","7714342.0000","115.7900","115.9200","114.8100"
"2016/11/17","116.5700","5724608.0000","116.6800","116.6800","116.1200"
"2016/11/16","116.3600","6593499.0000","116.6500","116.7800","116.0800"
"2016/11/15","116.3200","7446648.0000","116.4000","116.6900","115.8200"
"2016/11/14","116.6000","10026630.0000","118.5800","118.9900","116.5000"
"2016/11/11","118.4700","8118577.0000","119.4900","119.4900","118.1300"
"2016/11/10","119.5400","11904270.0000","120.7700","121.1000","119.0200"
"2016/11/09","120.3100","16218520.0000","120.0000","122.5000","118.1000"
"2016/11/08","117.0500","6674915.0000","116.4800","117.5700","116.4700"
"2016/11/07","116.6600","6397553.0000","115.8900","116.7200","115.8400"
"2016/11/04","115.1100","7160568.0000","115.0400","115.9400","115.0400"
"2016/11/03","115.0300","6227010.0000","114.8800","115.4393","114.7500"
"2016/11/02","114.8600","6591283.0000","115.5200","115.7600","114.8300"
"2016/11/01","115.3400","7584930.0000","114.7600","115.9400","114.6300"
"2016/10/31","115.9900","8552218.0000","115.2800","116.2300","114.5000"
"2016/10/28","115.3300","8812952.0000","115.8200","115.9100","114.5700"
"2016/10/27","115.7000","7543980.0000","114.9800","116.5500","114.7900"
"2016/10/26","114.5600","6429053.0000","113.6400","115.2200","113.6000"
"2016/10/25","113.9600","5591160.0000","113.6400","114.1600","113.0930"
"2016/10/24","113.6100","6141630.0000","113.9300","114.1897","113.4400"
"2016/10/21","113.4400","8412849.0000","114.1100","114.2400","112.9900"
"2016/10/20","114.8700","6969184.0000","114.8300","115.7000","114.5900"
"2016/10/19","114.5900","7397689.0000","115.5700","115.8900","114.4600"
"2016/10/18","115.4100","12596660.0000","117.3800","118.4800","115.1600"
"2016/10/17","118.4900","6951063.0000","117.5000","118.5500","117.5000"
"2016/10/14","117.5600","5639841.0000","118.5000","118.8000","117.5600"
"2016/10/13","118.2600","7387365.0000","117.5400","119.2000","117.2800"
"2016/10/12","117.9700","4685998.0000","117.9600","118.4300","117.5000"
"2016/10/11","117.6400","6394153.0000","119.4100","119.6300","117.0600"
"2016/10/10","119.8000","3628341.0000","119.5100","120.1955","119.3500"
"2016/10/07","119.2400","4798331.0000","119.1700","119.5650","118.6900"
"2016/10/06","118.7500","4447824.0000","118.5000","118.8500","117.9200"
"2016/10/05","119.1800","5778614.0000","119.2200","119.4400","118.5950"
"2016/10/04","118.8200","5729753.0000","118.8400","119.4800","118.2800"
"2016/10/03","118.8100","6097487.0000","118.0000","119.0100","117.4300"
"2016/09/30","118.1300","7940863.0000","117.7800","118.6190","117.3900"
"2016/09/29","117.2700","6188019.0000","118.8800","119.2700","117.0434"
"2016/09/28","119.3900","5075789.0000","119.0500","119.5200","118.8100"
"2016/09/27","119.2200","5349409.0000","118.3900","119.2200","117.7200"
"2016/09/26","117.7800","5996021.0000","118.6300","118.6400","117.5600"
"2016/09/23","118.8100","4772976.0000","119.4100","119.6000","118.7100"
"2016/09/22","119.4600","5340374.0000","119.2500","119.8400","119.1400"
"2016/09/21","118.9100","6336207.0000","117.9500","119.0000","117.6400"
"2016/09/20","117.9500","5181473.0000","118.1700","118.2400","117.6900"
"2016/09/19","117.6600","5454828.0000","118.3600","118.6600","117.6400"
"2016/09/16","118.2500","12378670.0000","118.5100","119.1400","118.1200"
"2016/09/15","118.6300","5814688.0000","117.8100","118.9400","117.3200"
"2016/09/14","117.8600","6124892.0000","117.8500","118.3300","117.4600"
"2016/09/13","117.6100","7955087.0000","118.4200","118.8300","117.4900"
"2016/09/12","119.1600","7239663.0000","117.7600","119.4500","117.3800"
"2016/09/09","118.2300","7955193.0000","119.0300","119.1600","118.1800"
"2016/09/08","119.4700","4832110.0000","119.3700","119.8200","119.1400"
"2016/09/07","119.6100","4753283.0000","119.8400","119.9500","119.4350"
"2016/09/06","119.7500","5280652.0000","119.7800","119.9700","119.3600"
"2016/09/02","119.3200","5806115.0000","119.3600","119.8100","118.9000"
"2016/09/01","119.0800","4548565.0000","119.1900","119.3900","118.6000"
"2016/08/31","119.3400","5693081.0000","119.5400","119.6200","119.0100"
"2016/08/30","119.4700","3819488.0000","120.6700","120.6700","119.2550"
"2016/08/29","119.9200","5074712.0000","119.3000","120.1300","119.0550"
"2016/08/26","119.0400","6482381.0000","118.8400","119.7400","118.5600"
"2016/08/25","118.5700","5565946.0000","118.8600","119.2100","118.3300"
"2016/08/24","118.7100","6299780.0000","119.4800","119.6100","118.6200"
"2016/08/23","119.4400","5603175.0000","119.6700","119.9600","119.0200"
"2016/08/22","119.1300","6544845.0000","119.9000","119.9000","118.9500"
"2016/08/19","119.9200","7797193.0000","119.9100","119.9900","119.3200"
"2016/08/18","120.7200","8725074.0000","121.1700","121.3900","119.9000"
"2016/08/17","121.3100","10441740.0000","120.5000","121.3300","119.8500"
"2016/08/16","120.3300","11288150.0000","122.1100","122.3200","120.0600"
"2016/08/15","122.3100","6468668.0000","123.1200","123.2700","122.2800"
